# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.00%  server   server               [.] 0x0000000000003fc6                        
     0.00%  server   server               [.] 0x000000000000b7d9                        
     0.00%  server   [kernel.kallsyms]    [k] local_apic_timer_interrupt                
     0.00%  server   server               [.] 0x000000000000deee                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bcb0                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0fc3                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804dc                        
     0.00%  server   server               [.] 0x00000000000073a6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140294                        
     0.00%  server   server               [.] 0x0000000000006971                        
     0.00%  server   server               [.] 0x000000000000d714                        
     0.00%  server   server               [.] 0x0000000000007ca7                        
     0.00%  server   [kernel.kallsyms]    [k] get_next_ino                              
     0.00%  server   server               [.] 0x00000000000032a1                        
     0.00%  server   server               [.] 0x0000000000007cb8                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1312                        
     0.00%  server   server               [.] 0x000000000000cfec                        
     0.00%  server   server               [.] 0x0000000000003704                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc38                        
     0.00%  server   server               [.] 0x00000000000039d2                        
     0.00%  server   server               [.] 0x0000000000003e88                        
     0.00%  server   server               [.] 0x0000000000006959                        
     0.00%  server   server               [.] 0x0000000000006f62                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fec3                        
     0.00%  server   server               [.] 0x000000000000d799                        
     0.00%  server   [kernel.kallsyms]    [k] address_space_init_once                   
     0.00%  server   server               [.] 0x000000000000c6e6                        
     0.00%  server   server               [.] 0x0000000000002810                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000097ff0                        
     0.00%  server   server               [.] 0x0000000000006900                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009806d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088afd                        
     0.00%  server   server               [.] 0x000000000000c5a2                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008030e                        
     0.00%  server   server               [.] 0x0000000000004462                        
     0.00%  server   server               [.] 0x0000000000007335                        
     0.00%  server   server               [.] 0x000000000000b7a9                        
     0.00%  server   server               [.] 0x0000000000006bb9                        
     0.00%  server   server               [.] 0x0000000000006759                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080499                        
     0.00%  server   server               [.] 0x00000000000083ca                        
     0.00%  server   server               [.] 0x00000000000036e8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e93a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe6e                        
     0.00%  server   server               [.] 0x00000000000070b5                        
     0.00%  server   server               [.] 0x000000000000c4fe                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098095                        
     0.00%  server   [kernel.kallsyms]    [k] ktime_get                                 
     0.00%  server   server               [.] 0x0000000000007b18                        
     0.00%  server   server               [.] 0x0000000000007199                        
     0.00%  server   server               [.] 0x000000000000b6b5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008324c                        
     0.00%  server   server               [.] 0x000000000000c4c7                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0dac                        
     0.00%  server   server               [.] 0x000000000000b284                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdf3                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008322f                        
     0.00%  server   server               [.] 0x000000000000b64c                        
     0.00%  server   server               [.] 0x000000000000affc                        
     0.00%  server   server               [.] 0x000000000000b70f                        
     0.00%  server   server               [.] 0x0000000000003b38                        
     0.00%  server   server               [.] 0x0000000000005848                        
     0.00%  server   server               [.] 0x000000000000d7da                        
     0.00%  server   server               [.] 0x000000000000b9bd                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098185                        
     0.00%  server   server               [.] 0x000000000000ba5b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008279a                        
     0.00%  server   server               [.] 0x00000000000058fe                        
     0.00%  server   server               [.] 0x000000000000c4b4                        
     0.00%  server   server               [.] 0x000000000000c576                        
     0.00%  server   server               [.] 0x0000000000005939                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000802fb                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b7d0                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000ccb0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008327a                        
     0.00%  server   server               [.] 0x0000000000008494                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008005f                        
     0.00%  server   server               [.] 0x000000000000b6d0                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0de0                        
     0.00%  server   server               [.] 0x00000000000089a5                        
     0.00%  server   server               [.] 0x000000000000b722                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f02b                        
     0.00%  server   server               [.] 0x0000000000007df2                        
     0.00%  server   server               [.] 0x0000000000003978                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080361                        
     0.00%  server   server               [.] 0x000000000000af57                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000980a8                        
     0.00%  server   server               [.] 0x0000000000009258                        
     0.00%  server   server               [.] 0x000000000000d725                        
     0.00%  server   server               [.] 0x00000000000070dd                        
     0.00%  server   server               [.] 0x00000000000083d3                        
     0.00%  server   server               [.] 0x0000000000009243                        
     0.00%  server   [kernel.kallsyms]    [k] tlb_flush_mmu_tlbonly                     
     0.00%  server   libc-2.19.so         [.] 0x00000000000827f8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ffc1                        
     0.00%  server   server               [.] 0x0000000000007cc0                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff7e                        
     0.00%  server   server               [.] 0x000000000000432a                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000804a6                        
     0.00%  server   server               [.] 0x000000000000b737                        
     0.00%  server   server               [.] 0x000000000000b678                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d2f                        
     0.00%  server   server               [.] 0x0000000000006761                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d98                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000981e2                        
     0.00%  server   server               [.] 0x0000000000007cc6                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fca0                        
     0.00%  server   server               [.] 0x0000000000007360                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c00eb                        
     0.00%  server   server               [.] 0x00000000000070ec                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fc82                        
     0.00%  server   libc-2.19.so         [.] 0x000000000009808c                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0e08                        
     0.00%  server   [kernel.kallsyms]    [k] sock_release_memcg                        
     0.00%  server   server               [.] 0x000000000000d673                        
     0.00%  server   server               [.] 0x000000000000b5f1                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080532                        
     0.00%  server   [kernel.kallsyms]    [k] blk_finish_plug                           
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1160                        
     0.00%  server   server               [.] 0x0000000000003b0d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bd02                        
     0.00%  server   server               [.] 0x000000000000e429                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbd9                        
     0.00%  server   server               [.] 0x00000000000075f0                        
     0.00%  server   server               [.] 0x0000000000006930                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b38                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d4c                        
     0.00%  server   server               [.] 0x0000000000004480                        
     0.00%  server   server               [.] 0x000000000000936a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fde5                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140260                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bdb8                        
     0.00%  server   server               [.] 0x000000000000ddc4                        
     0.00%  server   [kernel.kallsyms]    [k] native_flush_tlb                          
     0.00%  server   libc-2.19.so         [.] 0x00000000000801b7                        
     0.00%  server   server               [.] 0x000000000000c545                        
     0.00%  server   server               [.] 0x000000000000b981                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140b2d                        
     0.00%  server   server               [.] 0x0000000000003994                        
     0.00%  server   server               [.] 0x0000000000009360                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bd81                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff62                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b8ab                        
     0.00%  server   server               [.] 0x000000000000d7ee                        
     0.00%  server   server               [.] 0x000000000000437b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff89                        
     0.00%  server   server               [.] 0x0000000000003629                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0ce2                        
     0.00%  server   server               [.] 0x000000000000c643                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080e41                        
     0.00%  server   server               [.] 0x0000000000006b97                        
     0.00%  server   server               [.] 0x0000000000007c6b                        
     0.00%  server   server               [.] 0x000000000000935d                        
     0.00%  server   server               [.] 0x00000000000088a0                        
     0.00%  server   server               [.] 0x0000000000003912                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bffc4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108170                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c011c                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d0c                        
     0.00%  server   server               [.] 0x000000000000af8e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080547                        
     0.00%  server   server               [.] 0x0000000000003642                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f20c                        
     0.00%  server   server               [.] 0x000000000000cfd0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4cd                        
     0.00%  server   server               [.] 0x000000000000586b                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000a49f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f188                        
     0.00%  server   server               [.] 0x0000000000007c7b                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000833b6                        
     0.00%  server   server               [.] 0x0000000000006f84                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803ac                        
     0.00%  server   server               [.] 0x000000000000b0e1                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dbe                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c00e9                        
     0.00%  server   server               [.] 0x000000000000df92                        
     0.00%  server   server               [.] 0x0000000000004390                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cd3                        
     0.00%  server   server               [.] 0x000000000000c63f                        
     0.00%  server   server               [.] 0x000000000000af6d                        
     0.00%  server   server               [.] 0x000000000000b5d2                        
     0.00%  server   server               [.] 0x0000000000009378                        
     0.00%  server   server               [.] 0x0000000000002820                        
     0.00%  server   server               [.] 0x000000000000c6eb                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007feb6                        
     0.00%  server   server               [.] 0x000000000000372c                        
     0.00%  server   server               [.] 0x00000000000069a5                        
     0.00%  server   server               [.] 0x0000000000007b11                        
     0.00%  server   server               [.] 0x00000000000071d4                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140bc8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f184                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803af                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4db                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000faab3                        
     0.00%  server   server               [.] 0x000000000000c6cd                        
     0.00%  server   server               [.] 0x0000000000005872                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4b1                        
     0.00%  server   server               [.] 0x0000000000003624                        
     0.00%  server   server               [.] 0x00000000000043c6                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080234                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c01de                        
     0.00%  server   server               [.] 0x0000000000006f10                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b42                        
     0.00%  server   server               [.] 0x0000000000007333                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080030                        
     0.00%  server   server               [.] 0x0000000000007d89                        
     0.00%  server   server               [.] 0x0000000000003b16                        
     0.00%  server   [kernel.kallsyms]    [k] __memset                                  
     0.00%  server   server               [.] 0x000000000000d880                        
     0.00%  server   server               [.] 0x00000000000093d6                        
     0.00%  server   server               [.] 0x000000000000735a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080598                        
     0.00%  server   server               [.] 0x000000000000699e                        
     0.00%  server   server               [.] 0x000000000000dcc1                        
     0.00%  server   server               [.] 0x000000000000b6d6                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c42c                        
     0.00%  server   server               [.] 0x000000000000d6c8                        
     0.00%  server   server               [.] 0x00000000000059c5                        
     0.00%  server   server               [.] 0x000000000000c5ed                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bcf                        
     0.00%  server   [kernel.kallsyms]    [k] discard_slab                              
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc48                        
     0.00%  server   server               [.] 0x000000000000b91e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7e8                        
     0.00%  server   server               [.] 0x000000000000d586                        
     0.00%  server   server               [.] 0x000000000000693d                        
     0.00%  server   server               [.] 0x000000000000b1d6                        
     0.00%  server   server               [.] 0x0000000000003736                        
     0.00%  server   server               [.] 0x0000000000003afe                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbd8                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfbe0                        
     0.00%  server   server               [.] 0x000000000000924f                        
     0.00%  server   server               [.] 0x00000000000092ac                        
     0.00%  server   server               [.] 0x00000000000075a4                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff8b                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b7d6                        
     0.00%  server   server               [.] 0x00000000000092f7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fff8                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cb6                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f1b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0fb3                        
     0.00%  server   server               [.] 0x000000000000c55e                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008045b                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bffb1                        
     0.00%  server   server               [.] 0x000000000000af2c                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f83                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe2c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080398                        
     0.00%  server   server               [.] 0x00000000000067f8                        
     0.00%  server   libc-2.19.so         [.] 0x00000000001081e0                        
     0.00%  server   server               [.] 0x000000000000c4f1                        
     0.00%  server   server               [.] 0x0000000000008407                        
     0.00%  server   server               [.] 0x0000000000004375                        
     0.00%  server   server               [.] 0x00000000000043f5                        
     0.00%  server   server               [.] 0x000000000000aeff                        
     0.00%  server   server               [.] 0x00000000000086d9                        
     0.00%  server   server               [.] 0x0000000000007e74                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bf4e8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8cd                        
     0.00%  server   server               [.] 0x0000000000003b4d                        
     0.00%  server   server               [.] 0x000000000000d4bc                        
     0.00%  server   server               [.] 0x0000000000005816                        
     0.00%  server   server               [.] 0x000000000000d76a                        
     0.00%  server   [kernel.kallsyms]    [k] update_wall_time                          
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0dfb                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b2a                        
     0.00%  server   server               [.] 0x00000000000043b1                        
     0.00%  server   server               [.] 0x0000000000003e97                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bc5a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140211                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cc6                        
     0.00%  server   server               [.] 0x00000000000059e6                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f8d0                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827f4                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803b7                        
     0.00%  server   server               [.] 0x0000000000006bfb                        
     0.00%  server   [kernel.kallsyms]    [k] pte_offset_kernel                         
     0.00%  server   [kernel.kallsyms]    [k] hrtimer_run_queues                        
     0.00%  server   server               [.] 0x0000000000007cbe                        
     0.00%  server   server               [.] 0x0000000000006779                        
     0.00%  server   server               [.] 0x000000000000b644                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008336a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e8d5                        
     0.00%  server   server               [.] 0x00000000000069f5                        
     0.00%  server   server               [.] 0x00000000000059aa                        
     0.00%  server   server               [.] 0x0000000000008c13                        
     0.00%  server   server               [.] 0x000000000000afd3                        
     0.00%  server   server               [.] 0x000000000000734a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000083238                        
     0.00%  server   server               [.] 0x0000000000003985                        
     0.00%  server   server               [.] 0x000000000000829f                        
     0.00%  server   server               [.] 0x0000000000009230                        
     0.00%  server   server               [.] 0x000000000000d772                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdc6                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c17f0                        
     0.00%  server   [kernel.kallsyms]    [k] acct_account_cputime                      
     0.00%  server   server               [.] 0x0000000000004484                        
     0.00%  server   server               [.] 0x000000000000729f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f1a6                        
     0.00%  server   server               [.] 0x000000000000a2d5                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7c7                        
     0.00%  server   server               [.] 0x000000000000c720                        
     0.00%  server   server               [.] 0x000000000000dd72                        
     0.00%  server   server               [.] 0x0000000000004420                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c46                        
     0.00%  server   server               [.] 0x00000000000043eb                        
     0.00%  server   server               [.] 0x0000000000006b48                        
     0.00%  server   server               [.] 0x000000000000df38                        
     0.00%  server   server               [.] 0x0000000000007320                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f9b6                        
     0.00%  server   server               [.] 0x00000000000073a2                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dd9                        
     0.00%  server   server               [.] 0x000000000000435c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084bee                        
     0.00%  server   [kernel.kallsyms]    [k] ktime_get_update_offsets_now              
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bbc                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140277                        
     0.00%  server   server               [.] 0x0000000000006a74                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f5e                        
     0.00%  server   server               [.] 0x000000000000445e                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080454                        
     0.00%  server   libc-2.19.so         [.] 0x000000000014026c                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdc2                        
     0.00%  server   server               [.] 0x00000000000093db                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140b25                        
     0.00%  server   server               [.] 0x000000000000b9c1                        
     0.00%  server   server               [.] 0x000000000000b821                        
     0.00%  server   server               [.] 0x000000000000723b                        
     0.00%  server   server               [.] 0x000000000000b7e3                        
     0.00%  server   server               [.] 0x00000000000025d0                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f8ab                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc44                        
     0.00%  server   server               [.] 0x000000000000379c                        
     0.00%  server   server               [.] 0x000000000000d12f                        
     0.00%  server   server               [.] 0x0000000000004378                        
     0.00%  server   server               [.] 0x0000000000008f1a                        
     0.00%  server   server               [.] 0x00000000000059ee                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000097fe6                        
     0.00%  server   server               [.] 0x0000000000007b37                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f6f                        
     0.00%  server   server               [.] 0x000000000000aee8                        
     0.00%  server   server               [.] 0x000000000000b88d                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140223                        
     0.00%  server   [kernel.kallsyms]    [k] __init_waitqueue_head                     
     0.00%  server   server               [.] 0x000000000000937d                        
     0.00%  server   server               [.] 0x00000000000086d1                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfc0a                        
     0.00%  server   server               [.] 0x000000000000ddb5                        
     0.00%  server   server               [.] 0x000000000000b89a                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080137                        
     0.00%  server   server               [.] 0x0000000000007cd3                        
     0.00%  server   server               [.] 0x0000000000008435                        
     0.00%  server   server               [.] 0x00000000000068b2                        
     0.00%  server   server               [.] 0x0000000000005857                        
     0.00%  server   server               [.] 0x0000000000009253                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0282                        
     0.00%  server   server               [.] 0x00000000000043a0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008054f                        
     0.00%  server   server               [.] 0x000000000000d6e3                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000140b8a                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bd30                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007febb                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fcbe                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c1bc1                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000b7f7                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bc4c                        
     0.00%  server   server               [.] 0x00000000000068c5                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02d8                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f4a0                        
     0.00%  server   server               [.] 0x000000000000afa4                        
     0.00%  server   server               [.] 0x000000000000aef0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008002c                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f6b                        
     0.00%  server   server               [.] 0x000000000000b138                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000803ef                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff58                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fdeb                        
     0.00%  server   server               [.] 0x0000000000008efc                        
     0.00%  server   server               [.] 0x000000000000424c                        
     0.00%  server   server               [.] 0x0000000000006770                        
     0.00%  server   server               [.] 0x000000000000b5a6                        
     0.00%  server   server               [.] 0x000000000000670c                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000c350                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088c45                        
     0.00%  server   server               [.] 0x0000000000007dcb                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bcb3                        
     0.00%  server   server               [.] 0x000000000000a348                        
     0.00%  server   [kernel.kallsyms]    [k] lockref_mark_dead                         
     0.00%  server   libc-2.19.so         [.] 0x000000000014029c                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000088b31                        
     0.00%  server   server               [.] 0x0000000000007d80                        
     0.00%  server   server               [.] 0x000000000000c6b2                        
     0.00%  server   server               [.] 0x000000000000b6fe                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000084dd1                        
     0.00%  server   server               [.] 0x000000000000c6f0                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ffb3                        
     0.00%  server   [kernel.kallsyms]    [k] PageHuge                                  
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f38                        
     0.00%  server   server               [.] 0x000000000000d78d                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bc9d                        
     0.00%  server   server               [.] 0x00000000000036eb                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0198                        
     0.00%  server   server               [.] 0x000000000000737e                        
     0.00%  server   [kernel.kallsyms]    [k] reschedule_interrupt                      
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f14                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fc9a                        
     0.00%  server   libpthread-2.19.so   [.] 0x000000000000f6cd                        
     0.00%  server   [kernel.kallsyms]    [k] raise_softirq                             
     0.00%  server   server               [.] 0x000000000000ba2f                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cbc                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827d4                        
     0.00%  server   server               [.] 0x0000000000008ca6                        
     0.00%  server   server               [.] 0x000000000000721d                        
     0.00%  server   server               [.] 0x0000000000005809                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007f0aa                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfe6d                        
     0.00%  server   server               [.] 0x000000000000ddce                        
     0.00%  server   server               [.] 0x0000000000006703                        
     0.00%  server   server               [.] 0x0000000000006b4b                        
     0.00%  server   server               [.] 0x000000000000b054                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe19                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f53                        
     0.00%  server   server               [.] 0x000000000000d1ae                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000108123                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008326c                        
     0.00%  server   server               [.] 0x000000000000af93                        
     0.00%  server   libc-2.19.so         [.] 0x00000000000827b3                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007e7c9                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c01e2                        
     0.00%  server   server               [.] 0x000000000000367e                        
     0.00%  server   server               [.] 0x0000000000007ee7                        
     0.00%  server   server               [.] 0x00000000000041ab                        
     0.00%  server   server               [.] 0x000000000000926e                        
     0.00%  server   server               [.] 0x000000000000afc9                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000080557                        
     0.00%  server   [kernel.kallsyms]    [k] d_alloc_pseudo                            
     0.00%  server   server               [.] 0x000000000000af87                        
     0.00%  server   server               [.] 0x000000000000d795                        
     0.00%  server   server               [.] 0x00000000000087d4                        
     0.00%  server   server               [.] 0x000000000000935b                        
     0.00%  server   server               [.] 0x000000000000694f                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007ff86                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000081045                        
     0.00%  server   server               [.] 0x0000000000008829                        
     0.00%  server   [kernel.kallsyms]    [k] __zone_watermark_ok                       
     0.00%  server   server               [.] 0x0000000000006aa0                        
     0.00%  server   server               [.] 0x0000000000004452                        
     0.00%  server   libc-2.19.so         [.] 0x000000000007fe1d                        
     0.00%  server   server               [.] 0x000000000000ba34                        
     0.00%  server   server               [.] 0x0000000000004494                        
     0.00%  server   server               [.] 0x000000000000e441                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0c78                        
     0.00%  server   server               [.] 0x000000000000c590                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008019f                        
     0.00%  server   [kernel.kallsyms]    [k] alloc_kmem_pages_node                     
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000bff72                        
     0.00%  server   [kernel.kallsyms]    [k] lru_add_drain                             
     0.00%  server   server               [.] 0x000000000000373b                        
     0.00%  server   libc-2.19.so         [.] 0x000000000008bef8                        
     0.00%  server   server               [.] 0x0000000000003b7d                        
     0.00%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0d28                        
     0.00%  server   libc-2.19.so         [.] 0x0000000000098040                        
     0.00%  server   server               [.] 0x0000000000008c9d                        
