# To display the perf.data header info, please use --header/--header-only options.
#
# Samples: 508K of event 'cycles'
# Event count (approx.): 249210653757
#
# Overhead  Command  Shared Object        Symbol                                        
# ........  .......  ...................  ..............................................
#
     0.04%  server   [kernel.kallsyms]    [k] tcp_established_options                   
     0.04%  server   libc-2.19.so         [.] 0x0000000000082751                        
     0.04%  server   libc-2.19.so         [.] 0x0000000000083280                        
     0.04%  server   libc-2.19.so         [.] 0x000000000007e8c2                        
     0.04%  server   libc-2.19.so         [.] 0x000000000007e8ca                        
     0.04%  server   [kernel.kallsyms]    [k] __unqueue_futex                           
     0.04%  server   [kernel.kallsyms]    [k] alloc_skb_with_frags                      
     0.04%  server   libstdc++.so.6.0.21  [.] 0x00000000000bfff0                        
     0.04%  server   [kernel.kallsyms]    [k] tcp_send_ack                              
     0.04%  server   [kernel.kallsyms]    [k] tcp_v4_do_rcv                             
     0.04%  server   libc-2.19.so         [.] 0x00000000000980d3                        
     0.04%  server   libpthread-2.19.so   [.] 0x000000000000a410                        
     0.04%  server   [kernel.kallsyms]    [k] tcp_get_metrics                           
     0.04%  server   [kernel.kallsyms]    [k] security_sk_classify_flow                 
     0.04%  server   [kernel.kallsyms]    [k] __wake_up_sync_key                        
     0.04%  server   server               [.] 0x00000000000036d0                        
     0.04%  server   [kernel.kallsyms]    [k] do_notify_resume                          
     0.04%  server   [kernel.kallsyms]    [k] update_stats_wait_end                     
     0.04%  server   [kernel.kallsyms]    [k] __sys_sendmsg                             
     0.04%  server   [kernel.kallsyms]    [k] udp4_hwcsum                               
     0.04%  server   [kernel.kallsyms]    [k] finish_task_switch                        
     0.04%  server   server               [.] 0x0000000000004322                        
     0.04%  server   server               [.] 0x0000000000008a7d                        
     0.04%  server   server               [.] 0x00000000000032c2                        
     0.04%  server   libstdc++.so.6.0.21  [.] 0x00000000000c028c                        
     0.04%  server   libpthread-2.19.so   [.] 0x000000000000a484                        
     0.04%  server   libc-2.19.so         [.] 0x000000000007ef83                        
     0.04%  server   libc-2.19.so         [.] 0x0000000000080194                        
     0.04%  server   [kernel.kallsyms]    [k] schedule                                  
     0.04%  server   [kernel.kallsyms]    [k] get_page_from_freelist                    
     0.04%  server   libc-2.19.so         [.] 0x000000000007f139                        
     0.04%  server   [kernel.kallsyms]    [k] __ip_local_out_sk                         
     0.04%  server   libstdc++.so.6.0.21  [.] 0x00000000000c02ce                        
     0.04%  server   libc-2.19.so         [.] 0x00000000000981c0                        
     0.04%  server   [kernel.kallsyms]    [k] sk_stream_wait_close                      
     0.04%  server   server               [.] 0x000000000000c5e5                        
     0.04%  server   [kernel.kallsyms]    [k] skb_release_all                           
     0.04%  server   server               [.] 0x000000000000432d                        
     0.04%  server   [kernel.kallsyms]    [k] unmap_page_range                          
     0.04%  server   libc-2.19.so         [.] 0x0000000000140285                        
     0.04%  server   [kernel.kallsyms]    [k] clear_buddies                             
     0.04%  server   libc-2.19.so         [.] 0x00000000000980c7                        
     0.04%  server   libc-2.19.so         [.] 0x000000000009800e                        
     0.04%  server   [kernel.kallsyms]    [k] security_socket_sendmsg                   
     0.04%  server   libc-2.19.so         [.] 0x0000000000080187                        
     0.04%  server   [kernel.kallsyms]    [k] __sk_dst_check                            
     0.04%  server   [kernel.kallsyms]    [k] ip_send_skb                               
     0.04%  server   [kernel.kallsyms]    [k] inet_sock_destruct                        
     0.04%  server   libpthread-2.19.so   [.] 0x000000000000ee28                        
     0.04%  server   server               [.] 0x0000000000006910                        
     0.03%  server   libc-2.19.so         [.] 0x000000000007f3c8                        
     0.03%  server   [kernel.kallsyms]    [k] sock_put                                  
     0.03%  server   server               [.] 0x0000000000008a8c                        
     0.03%  server   libpthread-2.19.so   [.] 0x0000000000012490                        
     0.03%  server   [kernel.kallsyms]    [k] do_vfs_ioctl                              
     0.03%  server   [kernel.kallsyms]    [k] pick_next_entity                          
     0.03%  server   libc-2.19.so         [.] 0x0000000000080327                        
     0.03%  server   [kernel.kallsyms]    [k] wake_up_q                                 
     0.03%  server   [kernel.kallsyms]    [k] kmalloc_slab                              
     0.03%  server   [kernel.kallsyms]    [k] _atomic_dec_and_lock                      
     0.03%  server   libc-2.19.so         [.] 0x000000000007fdfd                        
     0.03%  server   [kernel.kallsyms]    [k] put_prev_entity                           
     0.03%  server   [kernel.kallsyms]    [k] wakeup_preempt_entity.isra.53             
     0.03%  server   server               [.] 0x00000000000032b9                        
     0.03%  server   [kernel.kallsyms]    [k] __mutex_init                              
     0.03%  server   [kernel.kallsyms]    [k] tcp_schedule_loss_probe                   
     0.03%  server   [kernel.kallsyms]    [k] sk_stream_kill_queues                     
     0.03%  server   libc-2.19.so         [.] 0x000000000007ef9e                        
     0.03%  server   server               [.] 0x000000000000b000                        
     0.03%  server   [kernel.kallsyms]    [k] ip_local_out_sk                           
     0.03%  server   server               [.] 0x000000000000a2a7                        
     0.03%  server   [kernel.kallsyms]    [k] __tcp_v4_send_check                       
     0.03%  server   libstdc++.so.6.0.21  [.] 0x0000000000067e51                        
     0.03%  server   [kernel.kallsyms]    [k] fsnotify_clear_marks_by_inode             
     0.03%  server   libc-2.19.so         [.] 0x00000000000803a3                        
     0.03%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0f10                        
     0.03%  server   [kernel.kallsyms]    [k] __d_alloc                                 
     0.03%  server   [kernel.kallsyms]    [k] tcp_v4_send_check                         
     0.03%  server   libc-2.19.so         [.] 0x0000000000083220                        
     0.03%  server   [kernel.kallsyms]    [k] plist_add                                 
     0.03%  server   libc-2.19.so         [.] 0x00000000000980df                        
     0.03%  server   [kernel.kallsyms]    [k] __kmalloc_reserve.isra.32                 
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000f421                        
     0.03%  server   server               [.] 0x0000000000004320                        
     0.03%  server   [kernel.kallsyms]    [k] security_socket_accept                    
     0.03%  server   [kernel.kallsyms]    [k] __tcp_select_window                       
     0.03%  server   [kernel.kallsyms]    [k] dequeue_task                              
     0.03%  server   libstdc++.so.6.0.21  [.] 0x00000000000c12c1                        
     0.03%  server   [kernel.kallsyms]    [k] tcp_parse_aligned_timestamp.part.42       
     0.03%  server   server               [.] 0x0000000000006520                        
     0.03%  server   [kernel.kallsyms]    [k] sk_filter                                 
     0.03%  server   [kernel.kallsyms]    [k] alloc_file                                
     0.03%  server   server               [.] 0x000000000000593d                        
     0.03%  server   libc-2.19.so         [.] 0x000000000007e960                        
     0.03%  server   server               [.] 0x0000000000006747                        
     0.03%  server   [kernel.kallsyms]    [k] flush_tlb_mm_range                        
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000b895                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000080018                        
     0.03%  server   [kernel.kallsyms]    [k] __copy_skb_header                         
     0.03%  server   libpthread-2.19.so   [.] 0x000000000000f6dd                        
     0.03%  server   [kernel.kallsyms]    [k] find_next_bit                             
     0.03%  server   server               [.] 0x000000000000dc53                        
     0.03%  server   [kernel.kallsyms]    [k] find_last_bit                             
     0.03%  server   server               [.] 0x000000000000cfe8                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000160064                        
     0.03%  server   libc-2.19.so         [.] 0x00000000000827d8                        
     0.03%  server   libc-2.19.so         [.] 0x0000000000080365                        
     0.03%  server   libstdc++.so.6.0.21  [.] 0x00000000000c0cc0                        
     0.03%  server   [kernel.kallsyms]    [k] d_set_d_op                                
     0.03%  server   server               [.] 0x000000000000d82d                        
     0.03%  server   [kernel.kallsyms]    [k] inet_csk_clear_xmit_timers                
     0.03%  server   [kernel.kallsyms]    [k] __destroy_inode                           
     0.03%  server   [kernel.kallsyms]    [k] tcp_done                                  
     0.03%  server   libc-2.19.so         [.] 0x000000000008bc40                        
     0.03%  server   [kernel.kallsyms]    [k] handle_mm_fault                           
     0.03%  server   server               [.] 0x0000000000008a20                        
     0.03%  server   libc-2.19.so         [.] 0x00000000000827a5                        
     0.03%  server   [kernel.kallsyms]    [k] make_kuid                                 
     0.03%  server   server               [.] 0x0000000000008ec7                        
     0.03%  server   server               [.] 0x000000000000df95                        
